concept_id,concept_name,vocabulary_id,codeset
35867382,OMOP5024304,dobutamine 250 MG Injectable Solution [Anchang],pressors
35783321,OMOP2784782,20 ML Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex] by Lilly,pressors
2062425,OMOP4963677,dopamine 4 MG/ML / glucose 50 MG/ML Injectable Solution [CJ DOPAMIX],pressors
41244928,OMOP2442890,Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin] Box of 50,pressors
42921505,OMOP4648333,5 ML Dopamine 40 MG/ML Injectable Solution [DOPASIN],pressors
43700903,OMOP796555,20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 50 by Hameln,pressors
40940559,OMOP2138521,Dobutamine 250 MG Injectable Solution [Dobutrex] Box of 1,pressors
35155391,OMOP4812408,50 ML Dobutamine 1 MG/ML Prefilled Syringe,pressors
42799704,1292888,dopamine hydrochloride 5 MG/ML,pressors
41242399,OMOP2440361,Dobutamine 0.1 MG/ML Injectable Solution Box of 1,pressors
36892742,OMOP1003851,Dopamine 5 MG/ML Prefilled Syringe,pressors
21166779,OMOP313686,20 ML Dobutamine 12.5 MG/ML Injection Box of 1,pressors
2062446,OMOP4963698,dobutamine Injectable Solution [DOBUMINE],pressors
41252668,OMOP2450630,Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 10,pressors
21048644,OMOP308840,5 ML Dopamine 40 MG/ML Injection Box of 10 by A A H,pressors
35141510,OMOP4798635,200 ML Dopamine 1 MG/ML Injectable Solution [Kakodin],pressors
40087301,374283,vasopressin (USP) Injectable Solution,pressors
36883927,OMOP988712,Dobutamine 28 MG/ML Injectable Solution,pressors
35161541,OMOP4818510,200 ML Dopamine 3 MG/ML Injectable Solution [Catabon],pressors
2025276,OMOP4923862,250 ML dobutamine 2 MG/ML / glucose 50 MG/ML Injectable Solution by Baxter,pressors
36406629,OMOP3098671,Dopamine 160 MG/ML Injectable Solution Box of 5,pressors
43153176,OMOP515788,10 ML Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN] Box of 10 by Renaudin,pressors
35160270,OMOP4817248,Dobutamine 6 MG/ML Prefilled Syringe [Dobupum],pressors
40859895,OMOP2057857,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML [Neo Lidocaton],pressors
43837869,OMOP959037,Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino] Box of 2,pressors
41394787,OMOP2592749,50 ML Dobutamine 11.2 MG/ML Injectable Solution Box of 10 by Carinopharm,pressors
41377289,OMOP2575251,20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 250,pressors
42799705,1292889,dopamine hydrochloride 5 MG/ML Injectable Solution,pressors
35606564,1743877,250 ML dopamine hydrochloride 1.6 MG/ML Injection,pressors
43765634,OMOP959026,Dobutamine 11.2 MG/ML Injectable Solution [Dobutamin Carino],pressors
43676121,OMOP959035,Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Liquid Fresenius] Box of 10,pressors
43208281,OMOP518206,20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE MYLAN] Box of 10,pressors
41159462,OMOP2357424,Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hexal],pressors
41078945,OMOP2276907,Dobutamine 14 MG/ML [Dobutamin Hexal],pressors
2024777,OMOP4923359,500 ML dopamine 1 MG/ML / glucose 50 MG/ML Injectable Solution,pressors
43748769,OMOP671737,Milrinone 1 MG/ML Injectable Solution [Corotrop] Box of 5,pressors
37003087,2399911,vasopressin (USP) 0.4 UNT/ML Injection [Vasostrict],pressors
43639876,OMOP958999,Dobutamine 14 MG/ML [Dobutamin Hameln],pressors
43604943,OMOP671706,Milrinone Injection [Milrinon Stragen],pressors
36410364,OMOP3102406,5 ML Dopamine 160 MG/ML Injectable Solution by Hospira,pressors
36407397,OMOP3099439,Dopamine 160 MG/ML Injectable Solution Box of 10,pressors
41148975,OMOP2346937,Dobutamine 14 MG/ML Injectable Solution Box of 250,pressors
41380260,OMOP2578222,20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex],pressors
36882038,OMOP988577,Dopamine 20 MG/ML Injection,pressors
35780582,OMOP2782043,5 ML Dopamine 40 MG/ML Injectable Solution Box of 5 by A A H,pressors
44129916,OMOP1124547,1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution [Pressyn Ar] by Ferring,pressors
43801196,OMOP951208,Dopamine 20 MG/ML Injection Box of 10,pressors
41148967,OMOP2346929,Dopamine 20 MG/ML Injectable Solution Box of 50,pressors
41023457,OMOP2221419,Dobutamine 14 MG/ML Injectable Solution Box of 5,pressors
42966534,OMOP4692993,Dopamine 40 MG/ML [DOPAMINE HCI HUONS],pressors
43664489,OMOP785147,10 ML Milrinone 1 MG/ML Injection [Milrinon Stragen],pressors
21059614,OMOP328404,250 ML Dopamine 3.2 MG/ML Prefilled Syringe by Abbott,pressors
36779581,OMOP4767937,20 ML Dobutamine 12.5 MG/ML Intravenous Solution [Dobutrex],pressors
2024782,OMOP4923364,500 ML dobutamine 4 MG/ML / glucose 50 MG/ML Injectable Solution by JW,pressors
42940593,OMOP4667243,Dobutamine 50 MG/ML Injectable Solution [DOBUTAMIN HCI MYUNGMOON],pressors
41366476,OMOP2564438,10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay] Box of 10 by Mylan,pressors
41323601,OMOP2521563,Dobutamine 250 MG Injectable Suspension Box of 1 by Ratiopharm,pressors
43639450,OMOP951226,Dopamine 10 MG/ML Injection [Dopamin Carino] Box of 6,pressors
36280089,OMOP3130964,20 ML Dobutamine 12.5 MG/ML Injection [Dobutamine EG] Box of 10 by Eurogenerics,pressors
41371421,OMOP2569383,10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Rotexmedica] Box of 10,pressors
2025280,OMOP4923866,250 ML dobutamine 1 MG/ML / glucose 50 MG/ML Injectable Solution by CJ,pressors
41355554,OMOP2553516,5 ML Dopamine 40 MG/ML Injectable Solution Box of 300,pressors
35139385,OMOP4796542,200 ML Dobutamine 3 MG/ML Injectable Solution by Pfizer,pressors
2025261,OMOP4923847,250 ML dopamine 3.2 MG/ML / glucose 50 MG/ML Injectable Solution by Baxter,pressors
41413557,OMOP2611519,1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler Box of 1000,pressors
36808873,OMOP4822913,10 ML Milrinone 1 MG/ML Injection Box of 10 by Wockhardt,pressors
2028394,OMOP4927145,5 ML dobutamine 50 MG/ML Prefilled Syringe [DOBUMINE] by Dongkook,pressors
35831112,OMOP5037204,dobutamine 3 MG/ML [Dobutrex],pressors
43608156,OMOP733371,1 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln],pressors
41236530,OMOP2434492,Dobutamine Injectable Suspension,pressors
41461601,OMOP2659563,2 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution [Neo Lidocaton] Box of 100,pressors
36054971,OMOP4980279,20 ML dobutamine 12.5 MG/ML Injectable Solution [Dobutrex],pressors
36410403,OMOP3102445,5 ML Dopamine 160 MG/ML Injectable Solution Box of 5,pressors
783082,OMOP4830914,Milrinone Injectable Solution [COROTROPE],pressors
21028967,OMOP307734,5 ML Dobutamine 50 MG/ML Injection Box of 5,pressors
36412202,OMOP3104244,250 ML Dopamine 1.6 MG/ML Injectable Solution by Abbott,pressors
35831110,OMOP5037206,dobutamine 100 MG [Dobutrex],pressors
43622830,OMOP671728,Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] Box of 10,pressors
35867787,OMOP5024318,dobutamine 125 MG Injectable Solution [Aowanyuan],pressors
43149561,OMOP481264,Dopamine Prefilled Syringe [DOPAMINE PIERRE FABRE],pressors
41371995,OMOP2569957,10 ML Dopamine 5 MG/ML Injectable Solution Box of 50,pressors
44132789,OMOP1127420,0.5 ML Vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin] Box of 10,pressors
2028385,OMOP4927136,5 ML dopamine 40 MG/ML Injectable Solution by Dongkook,pressors
41359061,OMOP2557023,5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 30,pressors
42966523,OMOP4692982,Dopamine / Glucose Injectable Solution [CJ DOPAMINE HCL PREMIX],pressors
35145169,OMOP4802261,Dopamine 3 MG/ML [Kakodin],pressors
40833734,OMOP2031696,Vasopressin (USP) 5 UNT/ML Injectable Solution,pressors
36808949,OMOP4822986,10 ML Milrinone 1 MG/ML Injection Box of 10 by Stragen,pressors
43755622,OMOP814799,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Carino] Box of 10 by Carinopharm,pressors
43737656,OMOP814767,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 10,pressors
40898804,OMOP2096766,Dopamine 40 MG/ML Injectable Solution Box of 10,pressors
43280028,OMOP555226,Milrinone 1 MG/ML Injection Box of 10,pressors
41381205,OMOP2579167,20 ML Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex] Box of 1 by Lilly,pressors
35606569,1743941,5 ML dopamine hydrochloride 40 MG/ML Injection,pressors
2028380,OMOP4927131,5 ML dopamine 40 MG/ML Injectable Solution [TROPIN] by Hanlim,pressors
40742760,OMOP4714271,Milrinone 1 MG/ML [Primacor],pressors
19065473,252860,dobutamine 50 MG/ML Injectable Solution,pressors
35867795,OMOP5024326,dobutamine 10 MG/ML,pressors
41356293,OMOP2554255,5 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Ratiopharm],pressors
2028379,OMOP4927130,5 ML dopamine 40 MG/ML Prefilled Syringe by Dongkook,pressors
41327696,OMOP2525658,1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution [Pitressin] Box of 10,pressors
43183195,OMOP485894,Milrinone 1 MG/ML [COROTROPE],pressors
44037832,OMOP1032463,Dopamine 1.6 MG/ML / Glucose 50 MG/ML Injection by Baxter,pressors
41369159,OMOP2567121,10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Carino] Box of 10,pressors
36054886,OMOP4980281,20 ML dobutamine 12.5 MG/ML Injectable Solution by Peckforton,pressors
43783361,OMOP951213,Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 10,pressors
43164010,OMOP513604,5 ML Dopamine 10 MG/ML Prefilled Syringe [DOPAMINE AGUETTANT] Box of 50,pressors
35606560,1743866,dopamine hydrochloride 160 MG/ML Injection,pressors
43771300,OMOP768646,5 ML Dopamine 10 MG/ML Injection [Dopamin Carino] by Carinopharm,pressors
42966524,OMOP4692983,Dopamine / Glucose Injectable Solution [DOPAMIX CJ],pressors
41362439,OMOP2560401,10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Stragen] Box of 10,pressors
35831109,OMOP5037207,dobutamine 100 MG Injectable Solution by Sawai,pressors
35143325,OMOP4800427,Dopamine 6 MG/ML Prefilled Syringe [Inovan],pressors
43736733,OMOP796547,20 ML Dobutamine 14 MG/ML Injection [Dobutamin Hameln],pressors
40929935,OMOP2127897,Dobutamine 250 MG Injectable Solution,pressors
41241284,OMOP2439246,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.25 UNT/ML Injectable Solution Box of 5,pressors
43219043,OMOP516031,10 ML Milrinone 1 MG/ML Prefilled Syringe [MILRINONE MEDAC] Box of 10,pressors
41235251,OMOP2433213,Dopamine 20 MG/ML [Dopamin Ratiopharm],pressors
40715090,OMOP4741900,10 ML Milrinone 1 MG/ML Injectable Solution Box of 10 by Wockhardt,pressors
784546,OMOP4832365,10 ML Milrinone 1 MG/ML Injectable Solution [COROTROPE] Box of 10,pressors
40836610,OMOP2034572,Dobutamine 0.1 MG/ML Injectable Solution,pressors
36066372,OMOP4992797,dobutamine 12.5 MG/ML Injectable Solution [Dobutrex] Box of 1,pressors
43138644,OMOP481279,Dopamine 5 MG/ML [DOPAMINE MYLAN],pressors
43208284,OMOP518213,20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE SILCAR] Box of 10,pressors
36420033,OMOP4762320,Dobutamine Injectable Suspension [Dobutrex],pressors
35202043,2103184,1 ML vasopressin (USP) 20 UNT/ML Injection [Vasostrict],pressors
41376731,OMOP2574693,20 ML Dobutamine 14 MG/ML Injectable Solution Box of 1000,pressors
43218806,OMOP513606,5 ML Dopamine 10 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN],pressors
41096692,OMOP2294654,Dobutamine 250 MG Injectable Solution [Dobutamin Hexal],pressors
36888784,OMOP1000115,Dobutamine 12.5 MG/ML Prefilled Syringe,pressors
44059621,OMOP1054252,Vasopressin (USP) 20 UNT/ML Injectable Solution [Pitressin] Box of 10,pressors
43824151,OMOP733370,1 ML Dobutamine 5.6 MG/ML Injectable Solution,pressors
21022935,OMOP361499,Milrinone 0.4 MG/ML,pressors
35130722,OMOP4787970,Dobutamine 1 MG/ML [Dobupum],pressors
37003624,2399909,100 ML vasopressin (USP) 0.4 UNT/ML Injection [Vasostrict],pressors
43665015,OMOP797743,20 ML Milrinone 1 MG/ML Injection [Unacor] by Pharmaselect,pressors
36894661,OMOP994463,Dobutamine 14 MG/ML Injection,pressors
41249768,OMOP2447730,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton] Box of 100,pressors
36895987,OMOP1003206,50 ML Dobutamine 11.2 MG/ML Injectable Solution,pressors
35780583,OMOP2782044,5 ML Dopamine 40 MG/ML Injectable Solution by Martindale,pressors
45775839,1593735,vasopressin (USP) 20 UNT/ML [Vasostrict],pressors
41054683,OMOP2252645,Dopamine 10 MG/ML Injectable Solution Box of 1,pressors
43693405,OMOP951222,Dopamine 10 MG/ML Injection [Dopamin Fresenius] Box of 10,pressors
42966528,OMOP4692987,Dopamine 40 MG/ML Injectable Solution [DOPURAMIN],pressors
43041061,OMOP4856091,10 ML Milrinone 1 MG/ML Prefilled Syringe Box of 10 by Medac,pressors
36403593,OMOP3095635,Milrinone 0.4 MG/ML Injectable Solution,pressors
42921508,OMOP4648336,5 ML Dopamine 40 MG/ML Injectable Solution [INOPAN MYUNG MOON],pressors
43608320,OMOP736410,1 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma] by Hikma,pressors
41381104,OMOP2579066,20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 50,pressors
41327505,OMOP2525467,1 ML Vasopressin (USP) 5 UNT/ML Injectable Solution Box of 10,pressors
42921145,OMOP4647981,5 ML Dobutamine 50 MG/ML Injectable Solution [HANA DOBUTAMINE HCL],pressors
2024776,OMOP4923358,500 ML dopamine 1.6 MG/ML / glucose 50 MG/ML Injectable Solution by JW,pressors
43182685,OMOP481275,Dopamine 40 MG/ML Prefilled Syringe [DOPAMINE MYLAN],pressors
43861291,OMOP760817,3 ML Dopamine 5 MG/ML Injection [Dopamin Carino] Box of 2 by Carinopharm,pressors
2028399,OMOP4927150,5 ML dobutamine 50 MG/ML Injectable Solution by Myungmoon,pressors
21091570,OMOP361497,Milrinone Prefilled Syringe [Primacor],pressors
41359872,OMOP2557834,5 ML Dopamine 10 MG/ML Injectable Solution,pressors
43754023,OMOP783213,10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 10,pressors
21029495,OMOP318123,50 ML Milrinone 0.4 MG/ML Injection Box of 1,pressors
43215541,OMOP481296,Dopamine 10 MG/ML Prefilled Syringe Box of 50,pressors
41438285,OMOP2636247,250 ML Dopamine 3.2 MG/ML Injectable Solution,pressors
35770798,OMOP2772259,Dobutamine 12.5 MG/ML Injectable Suspension Box of 5,pressors
21136912,OMOP308854,5 ML Dopamine 160 MG/ML Injection Box of 10,pressors
21078130,OMOP308850,5 ML Dopamine 160 MG/ML Injection Box of 5,pressors
41380495,OMOP2578457,20 ML Dobutamine 14 MG/ML Injectable Solution Box of 50,pressors
41381469,OMOP2579431,20 ML Dobutamine 14 MG/ML Injectable Solution [Dobutrex] Box of 10,pressors
35142220,OMOP4799337,5 ML Dopamine 20 MG/ML Injectable Solution [Tsurudopami],pressors
43173260,OMOP494296,Dobutamine 12.5 MG/ML [DOBUTAMINE SILCAR],pressors
43151051,OMOP494293,Dobutamine 12.5 MG/ML [DOBUTAMINE AGUETTANT],pressors
42940592,OMOP4667242,Dobutamine 50 MG/ML Injectable Solution [HANA DOBUTAMINE HCL],pressors
41356838,OMOP2554800,5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 50,pressors
41399946,OMOP2597908,50 ML Dopamine 5 MG/ML Injectable Solution [Dopamin Solvay] Box of 10,pressors
21137447,OMOP318134,50 ML Milrinone 0.6 MG/ML Injection Box of 1,pressors
21062210,OMOP361502,Milrinone 0.2 MG/ML Injection Box of 1,pressors
21032682,OMOP361509,Milrinone 0.6 MG/ML,pressors
43682242,OMOP783211,10 ML Dopamine 20 MG/ML Injection [Dopamin Carino] Box of 5,pressors
2025411,OMOP4923997,200 ML dopamine 1 MG/ML / glucose 50 MG/ML Injectable Solution [CJ DOPAMIX] by CJ,pressors
35129425,OMOP4786692,Vasopressin (USP) 20 UNT [Pitressin],pressors
41399260,OMOP2597222,50 ML Dobutamine 0.1 MG/ML Injectable Solution [Dobutamin Hexal],pressors
41002849,OMOP2200811,Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay] Box of 100,pressors
35146429,OMOP4803508,5 ML Dopamine 20 MG/ML Injectable Solution [Yaelista],pressors
43264542,OMOP564636,20 ML Dobutamine 12.5 MG/ML Injection Box of 5 by Claris,pressors
35867786,OMOP5024317,dobutamine 125 MG Injectable Solution,pressors
36407482,OMOP3099524,Milrinone 0.6 MG/ML Injectable Solution Box of 1,pressors
35867791,OMOP5024322,dobutamine 20 MG Injectable Solution [Aowanyuan],pressors
35135654,OMOP4792844,Dobutamine 1 MG/ML Prefilled Syringe,pressors
42628995,1791859,20 ML milrinone lactate 1 MG/ML Injection,pressors
35782890,OMOP2784351,20 ML Dobutamine 12.5 MG/ML Injectable Suspension Box of 5,pressors
2024774,OMOP4923356,500 ML dopamine 2 MG/ML / glucose 50 MG/ML Injectable Solution by JW,pressors
41372325,OMOP2570287,10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay] Box of 50,pressors
42921511,OMOP4648339,5 ML Dopamine 80 MG/ML Injectable Solution,pressors
43641047,OMOP671711,Milrinone 1 MG/ML [Milrinon Stragen],pressors
36808979,OMOP4823016,10 ML Milrinone 1 MG/ML Injection [Primacor] Box of 10,pressors
43603788,OMOP959007,Dobutamine 5.6 MG/ML [Dobutamin Hameln],pressors
43138643,OMOP481278,Dopamine 40 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN] Box of 100,pressors
36404301,OMOP3096343,Dopamine 4 MG/ML Injectable Solution,pressors
2025275,OMOP4923861,250 ML dobutamine 4 MG/ML / glucose 50 MG/ML Injectable Solution by JW,pressors
35158764,OMOP4815754,Dopamine 6 MG/ML Prefilled Syringe,pressors
37003085,2399908,vasopressin (USP) 0.4 UNT/ML [Vasostrict],pressors
41391796,OMOP2589758,50 ML Dopamine 10 MG/ML Injectable Solution [Dopamin Solvay] Box of 10,pressors
35867781,OMOP5024312,dobutamine 1 MG/ML Injectable Solution [Kanglituo],pressors
43208283,OMOP518211,20 ML Dobutamine 12.5 MG/ML Prefilled Syringe [DOBUTAMINE PANPHARMA] Box of 10 by Panpharma,pressors
36896073,OMOP990194,50 ML Dopamine 10 MG/ML Injection,pressors
35867372,OMOP5024294,dopamine 20 MG,pressors
42799685,1292887,250 ML dopamine hydrochloride 3.2 MG/ML Injection,pressors
41356590,OMOP2554552,5 ML Dopamine 10 MG/ML Injectable Solution Box of 100,pressors
35865884,OMOP5022745,milrinone Inhalation Powder,pressors
41368486,OMOP2566448,10 ML Dopamine 20 MG/ML Injectable Solution [Dopamin Solvay] Box of 100,pressors
36784347,OMOP4772631,Dobutamine 12.5 MG/ML Intravenous Solution [Dobutrex] Box of 10,pressors
41148968,OMOP2346930,Dopamine 3.2 MG/ML Injectable Solution,pressors
784675,OMOP4832493,20 ML Dobutamine 12.5 MG/ML Injectable Solution [Dobutamine EG],pressors
35758081,OMOP2759542,Dopamine 40 MG/ML Injectable Solution Box of 1,pressors
35144721,OMOP4801813,2 ML Dopamine 20 MG/ML Injectable Solution,pressors
21146924,OMOP311759,10 ML Dopamine 40 MG/ML Prefilled Syringe by UCB,pressors
21166780,OMOP313687,20 ML Dobutamine 12.5 MG/ML Injection Box of 5,pressors
35139524,OMOP4796678,10 ML Dopamine 20 MG/ML Injectable Solution [Inovan],pressors
35138358,OMOP4795519,50 ML Dopamine 3 MG/ML Prefilled Syringe,pressors
43765631,OMOP959017,Dobutamine 28 MG/ML [Dobutamin Hexal],pressors
43173259,OMOP494292,Dobutamine Prefilled Syringe [DOBUTAMINE SILCAR],pressors
21078362,OMOP313688,20 ML Dobutamine 12.5 MG/ML Injection Box of 5 by Hameln,pressors
42966521,OMOP4692980,Dopamine 2 MG/ML / Glucose 50 MG/ML [DOPAMIX CJ],pressors
35157776,OMOP4814776,200 ML Dobutamine 1 MG/ML Injectable Solution,pressors
41362438,OMOP2560400,10 ML Milrinone 1.42 MG/ML Injectable Solution [Milrinon Hikma] Box of 10,pressors
43827630,OMOP814769,50 ML Dobutamine 5.6 MG/ML Injectable Solution [Dobutamin Hameln] Box of 20,pressors
44071651,OMOP1066282,Dopamine 3.2 MG/ML / Glucose 50 MG/ML Injection,pressors
43621730,OMOP959004,Dobutamine 14 MG/ML Injection [Dobutamin Hameln] Box of 5,pressors
43820919,OMOP671735,Milrinone 1 MG/ML Injectable Solution [Milrinon Hikma] Box of 10,pressors
41175273,OMOP2373235,Milrinone Injectable Solution [Milrinon Stragen],pressors
42799668,1293169,dopamine hydrochloride 0.4 MG/ML,pressors
2062426,OMOP4963678,dopamine 4 MG/ML / glucose 50 MG/ML [CJ DOPAMIX],pressors
42966512,OMOP4692971,Dopamine 0.8 MG/ML / Glucose 50 MG/ML [CJ DOPAMINE HCL PREMIX],pressors
35161143,OMOP4818117,Dopamine 3 MG/ML [Inovan],pressors
43747669,OMOP958991,Dobutamine Injection [Dobutamin Hameln],pressors
41078944,OMOP2276906,Dobutamine 0.1 MG/ML [Dobutamin Hexal],pressors
43610061,OMOP783202,10 ML Dopamine 20 MG/ML Injection Box of 2,pressors
43184113,OMOP494291,Dobutamine Prefilled Syringe [DOBUTAMINE PANPHARMA],pressors
41042529,OMOP2240491,Dobutamine 250 MG Injectable Solution [Dobutamin Hexal] Box of 1 by Novartis,pressors
36784351,OMOP4772635,Dobutamine Intravenous Solution [Dobutrex],pressors
43182686,OMOP481281,Dopamine 5 MG/ML [DOPAMINE RENAUDIN],pressors
42966543,OMOP4693002,Dopamine Injectable Solution [DOPAMINE DAEWOO],pressors
43149566,OMOP481299,Dopamine 10 MG/ML Prefilled Syringe [DOPAMINE RENAUDIN],pressors
35867796,OMOP5024327,dobutamine Injection [Fenghaifen],pressors
43645485,OMOP768634,5 ML Dopamine 40 MG/ML Injection [Dopamin Fresenius] Box of 10,pressors
35606567,1743938,10 ML dopamine hydrochloride 40 MG/ML Injection,pressors
36888224,OMOP1001165,Dobutamine 11.2 MG/ML,pressors
43773633,OMOP814229,50 ML Dopamine 10 MG/ML Injection [Dopamin Fresenius],pressors
36056446,OMOP4981878,50 ML dopamine 1.6 MG/ML Injectable Solution Box of 1,pressors
35780415,OMOP2781876,5 ML Dopamine 40 MG/ML Injectable Solution Box of 10 by A A H,pressors
41413606,OMOP2611568,1.8 ML Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 0.45 UNT/ML Metered Dose Inhaler [Neo Lidocaton],pressors
41065122,OMOP2263084,Dobutamine 12.5 MG/ML Injectable Suspension [Dobutrex] Box of 1,pressors
40729359,OMOP4727662,Dobutamine 1.2 MG/ML Injectable Solution,pressors
21167030,OMOP318284,50 ML Dobutamine 5 MG/ML Injection Box of 1 by Hameln,pressors
2028370,OMOP4927122,5 ML dopamine 160 MG/ML Prefilled Syringe,pressors
36248686,1593737,Vasostrict Injectable Product,pressors
36882933,OMOP996470,Dobutamine 5.6 MG/ML Injectable Solution,pressors
36280309,OMOP3131184,20 ML Dobutamine 12.5 MG/ML Injection [Dobutrex] Box of 10 by Mylan,pressors
1337749,328216,dobutamine 0.5 MG/ML,pressors
35148466,OMOP4805530,Dobutamine 100 MG Injectable Solution by Janssen,pressors
43608318,OMOP736403,1 ML Milrinone 1 MG/ML Injection [Milrinon Stragen],pressors
42921148,OMOP4647984,5 ML Dobutamine 50 MG/ML Injectable Solution [TOBUREX],pressors
43683781,OMOP814234,50 ML Dopamine 5 MG/ML Injection Box of 10,pressors
2062435,OMOP4963687,dopamine 40 MG/ML Injectable Solution [MYUNGMOON INOPAN],pressors
43150093,OMOP485897,Milrinone 1 MG/ML Prefilled Syringe [COROTROPE],pressors
41354874,OMOP2552836,5 ML Dopamine 10 MG/ML Injectable Solution [Cardiosteril] Box of 10 by Fresenius,pressors
35606562,1743870,dopamine hydrochloride 0.8 MG/ML Injection,pressors
43736230,OMOP785152,10 ML Milrinone 1 MG/ML Injection [Unacor],pressors
35782935,OMOP2784396,20 ML Dobutamine 12.5 MG/ML Injectable Suspension Box of 5 by Wockhardt,pressors
43646321,OMOP785142,10 ML Milrinone 1 MG/ML Injectable Solution [Milrinon Carino] by Carinopharm,pressors
2024783,OMOP4923365,500 ML dobutamine 2 MG/ML / glucose 50 MG/ML Injectable Solution by JW,pressors
40906149,OMOP2104111,Lidocaine 20 MG/ML / Norepinephrine 0.02 MG/ML / Vasopressin (USP) 2.5 UNT/ML Injectable Solution [Neo Lidocaton] Box of 5,pressors
35782601,OMOP2784062,10 ML Dopamine 40 MG/ML Injectable Solution by UCB,pressors
784677,OMOP4832495,20 ML Dobutamine 12.5 MG/ML Injectable Solution [Dobutamine EG] Box of 10 by Eurogenerics,pressors
43164206,OMOP515780,10 ML Dopamine 5 MG/ML Prefilled Syringe [DOPAMINE MYLAN] Box of 50,pressors
43837453,OMOP951210,Dopamine 20 MG/ML Injection [Dopamin Carino],pressors
36787298,OMOP4775563,Milrinone 1 MG/ML Intravenous Solution,pressors
35132820,OMOP4790041,Dobutamine 3 MG/ML Prefilled Syringe [Dobupum],pressors
21068603,OMOP313694,20 ML Dobutamine 12.5 MG/ML Injection [Dobutrex] Box of 1 by Lilly,pressors
42940596,OMOP4667246,Dobutamine 50 MG/ML [DOBURAN],pressors
40836606,OMOP2034568,Dopamine 10 MG/ML Injectable Solution Box of 5,pressors
21073484,OMOP385771,Dobutamine Injection [Posiject],pressors
2062436,OMOP4963688,dopamine 40 MG/ML [MYUNGMOON INOPAN],pressors
35154946,OMOP4811967,200 ML Dopamine 3 MG/ML Injectable Solution [Kakodin],pressors
42922562,OMOP4649371,1 ML Vasopressin (USP) 20 UNT/ML Injectable Solution [VASOPRESSIN HANLIM],pressors
36895982,OMOP990899,50 ML Dopamine 5 MG/ML Injection,pressors
43801195,OMOP951197,Dopamine Injection [Dopamin Fresenius],pressors
35781931,OMOP2783392,10 ML Dopamine 40 MG/ML Injectable Solution Box of 1,pressors
43639451,OMOP951229,Dopamine 5 MG/ML [Dopamin Carino],pressors
40747700,OMOP4709604,Dopamine 1.2 MG/ML Injectable Solution Box of 1,pressors
19084849,330297,vasopressin (USP) 5 UNT/ML,pressors
43604944,OMOP671708,Milrinone Injectable Solution [Milrinon Hikma],pressors
44179700,OMOP3056423,Dobutamine Injectable Suspension [Dobutamin Hexal],pressors
