concept_class_id,concept_code,concept_id,concept_name,domain_id,standard_concept,valid_end_date,valid_state_date,vocabulary_id
LOINC Hierarchy,LP14240-3,40772511,Influenza virus B,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,31865-9,3002707,Influenza virus C Ag [Presence] in Unspecified specimen,Measurement,S,12/31/99,5/10/02,LOINC
Lab Test,23769-3,3002988,Porcine influenza virus A Ag [Presence] in Tissue by Immune stain,Measurement,S,12/31/99,1/13/00,LOINC
LOINC Hierarchy,LP36779-4,36208693,Influenza virus A H5 Asian,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,49528-3,3032788,Influenza virus A H9 RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258400-3,36206130,Influenza virus A H12 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP14275-9,40792352,Porcine influenza virus A,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,44263-2,3046850,Influenza virus A RNA [Units/volume] (viral load) in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,7927-7,3022572,Influenza virus A Port Chalmers Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
LOINC Hierarchy,LP256634-9,36204613,Influenza virus A | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,53249-9,3040511,Human metapneumovirus RNA [#/volume] (viral load) in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,5/15/08,LOINC
Lab Test,59424-2,40762515,Influenza virus A hemagglutinin type RNA [Identifier] in Isolate by Probe and target amplification method,Measurement,S,12/31/99,4/19/10,LOINC
Lab Test,38183-0,3035217,Parainfluenza virus 2 IgG Ab [Units/volume] in Serum,Measurement,S,12/31/99,6/24/04,LOINC
Lab Test,42982-9,3033095,Parainfluenza virus Ab [Titer] in Serum,Measurement,S,12/31/99,11/11/05,LOINC
Lab Test,7922-8,3028588,Influenza virus A England Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
Lab Test,5860-2,3026784,Influenza virus A Ag [Presence] in Throat by Immunoassay,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,44795-3,3047040,Influenza virus A H5 Asian RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,53252-3,3041991,Parainfluenza virus 1 RNA [#/volume] (viral load) in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,5/15/08,LOINC
Lab Test,44561-9,3046105,Influenza virus A Ag [Presence] in Trachea by Immunofluorescence,Measurement,S,12/31/99,3/9/06,LOINC
LOINC Hierarchy,LP260214-4,36204606,Influenza virus A H7 Eurasia | Respiratory specimen,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,39300-9,3041871,Influenza virus A H13 Ab [Titer] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,31438-5,3008907,Influenza virus A IgM Ab [Units/volume] in Serum,Measurement,S,12/31/99,5/10/02,LOINC
Lab Test,44876-1,3042911,Influenza virus A Ab [Presence] in Cerebral spinal fluid,Measurement,S,12/31/99,3/29/06,LOINC
Lab Test,80587-9,21493374,Human metapneumovirus A+B L+N genes [Presence] in Nasopharynx by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,44264-0,3046999,Influenza virus A H5 RNA [Units/volume] (viral load) in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,31554-9,3022580,Parainfluenza virus 3 IgM Ab [Units/volume] in Serum,Measurement,S,12/31/99,5/10/02,LOINC
LOINC Hierarchy,LP258418-5,36208700,Influenza virus A N7 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,5270-4,3012668,Parainfluenza virus 3 Ab [Titer] in Serum by Complement fixation,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259163-6,36209423,Influenza virus A H5 | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,22823-9,3000500,Influenza virus A Ab [Titer] in Serum by Agglutination,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260508-9,36206136,Influenza virus A | Upper respiratory specimen,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,69962-9,42868451,Respiratory syncytial virus IgM Ab [Presence] in Serum by Immunoassay,Measurement,S,12/31/99,12/29/11,LOINC
Lab Test,47457-7,3051975,Influenza virus A H8 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258685-9,36205290,Parainfluenza virus 2 | Cerebral spinal fluid,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,40436-8,3041784,Parainfluenza virus identified in Unspecified specimen by Organism specific culture,Measurement,S,12/31/99,3/30/05,LOINC
LOINC Hierarchy,LP259599-1,36209985,Influenza virus A H1+H3+B | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,50693-1,3030001,Influenza virus A+B Ab [Titer] in Serum by Complement fixation,Measurement,S,12/31/99,10/16/07,LOINC
Lab Test,85478-6,36203322,Influenza virus B RNA [Presence] in Upper respiratory specimen by Probe and target amplification method,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,38396-8,3050787,Parainfluenza virus 1 Ag [Presence] in Nose by Immunofluorescence,Measurement,S,12/31/99,9/16/04,LOINC
Lab Test,59423-4,40762514,Influenza virus A hemagglutinin type RNA [Identifier] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,4/19/10,LOINC
Lab Test,81327-9,21492891,Influenza virus B Victoria lineage RNA [Cycle Threshold #] in Respiratory specimen by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
Lab Test,81307-1,21495065,Influenza virus A H7 Eurasia RNA [Cycle Threshold #] in Respiratory specimen by Probe and target amplification method,Measurement,S,12/31/99,6/24/16,LOINC
LOINC Hierarchy,LP35178-0,40779665,Influenza virus A H5,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,77387-9,46236088,Parainfluenza virus 3 Ag [Presence] in Bronchoalveolar lavage by Immunofluorescence,Measurement,S,12/31/99,5/8/15,LOINC
Lab Test,85534-6,36203378,Influenza virus A avian origin nucleoprotein Ab/Negative control in Serum by Immunoassay,Measurement,S,12/31/99,6/23/17,LOINC
LOINC Hierarchy,LP258320-3,36208715,Parainfluenza virus 1 | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259817-7,36209975,Human metapneumovirus B | XXX,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260187-2,36209450,Respiratory syncytial virus A 5 UTR | Nasopharynx',Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,24295-8,3015649,Parainfluenza virus 2 Ab [Titer] in Serum --2nd specimen,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,67818-5,40770419,Parainfluenza virus 4a RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,8/15/11,LOINC
Lab Test,49527-5,3028957,Influenza virus A H7 RNA [Presence] in Isolate by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,49535-8,3030134,Influenza virus B RNA [Presence] in Isolate by Probe and target amplification method,Measurement,S,12/31/99,7/6/07,LOINC
LOINC Hierarchy,LP259584-3,36206148,Parainfluenza virus 1 | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,85535-3,36203379,Influenza virus A RNA TCID50 [#/volume] in Unspecified specimen,Measurement,S,12/31/99,6/23/17,LOINC
LOINC Hierarchy,LP257660-3,36206151,Parainfluenza virus 3 | Body fluid,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP256815-4,36208718,Parainfluenza virus 1+2+3 | XXX,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259896-1,36208716,Parainfluenza virus 1+2+3+4 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP256622-4,36205268,Parainfluenza virus 1 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,44568-4,3044700,Influenza virus B Ab [Presence] in Serum by Complement fixation,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,57326-1,40760445,Influenza virus A IgM Ab [Units/volume] in Serum by Immunoassay --1st specimen,Measurement,S,12/31/99,10/6/09,LOINC
Lab Test,52974-3,3040533,Influenza virus B Ab [Units/volume] in Serum by Complement fixation,Measurement,S,12/31/99,4/30/08,LOINC
Lab Test,49074-8,3049833,Influenza virus A IgA Ab [Mass/volume] in Cerebral spinal fluid,Measurement,S,12/31/99,5/4/07,LOINC
Lab Test,49076-3,3053332,Influenza virus B IgA Ab [Mass/volume] in Cerebral spinal fluid,Measurement,S,12/31/99,5/4/07,LOINC
Lab Test,43205-4,3047351,Parainfluenza virus 3 Ab [Presence] in Cerebral spinal fluid by Complement fixation,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,7992-1,3024195,Respiratory syncytial virus IgM Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
LOINC Hierarchy,LP176767-4,44787442,Influenza virus A matrix protein segment sequence identifier | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,29667-3,3005001,Parainfluenza virus 2 IgM Ab [Presence] in Serum,Measurement,S,12/31/99,5/15/01,LOINC
LOINC Hierarchy,LP38693-5,40786436,Influenza virus B RNA,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP65706-1,36208686,Influenza virus A nucleoprotein | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,39306-6,3041752,Influenza virus A H5 Ab [Titer] in Serum by Hemagglutination inhibition,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,49523-4,3031919,Influenza virus A H3 RNA [Presence] in Isolate by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,40990-4,3040406,Rhinovirus RNA [Identifier] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,39314-0,3038725,Influenza virus A N4 Ab [Presence] in Serum by Neutralization test,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,67820-1,40770421,Human metapneumovirus A RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,8/15/11,LOINC
LOINC Hierarchy,LP65712-9,36204612,Influenza virus A polymerase | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,43203-9,3043512,Parainfluenza virus 1 Ab [Titer] in Cerebral spinal fluid by Complement fixation,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,60425-6,40763480,Human metapneumovirus Ag [Presence] in Unspecified specimen,Measurement,S,12/31/99,7/13/10,LOINC
Lab Test,22437-8,3005172,Parainfluenza virus 1 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,62860-2,40765592,Influenza virus C RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/5/11,LOINC
LOINC Hierarchy,LP35184-8,44787146,Influenza virus A N2,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,85804-3,36203604,Influenza virus A H5 Ag [Titer] in Isolate by Hemagglutination inhibition,Measurement,S,12/31/99,6/23/17,LOINC
Lab Test,53251-5,3039888,Influenza virus B RNA [#/volume] (viral load) in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,5/15/08,LOINC
Lab Test,7929-3,3000386,Influenza virus A Victoria Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
Lab Test,72200-9,43054943,Influenza virus A neuraminidase segment sequence identifier,Measurement,S,12/31/99,12/28/12,LOINC
Lab Test,49077-1,3048901,Influenza virus B IgG Ab [Mass/volume] in Cerebral spinal fluid,Measurement,S,12/31/99,5/4/07,LOINC
LOINC Hierarchy,LP258409-4,36207796,Influenza virus A H7 | Bld-Ser-Plas,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP258784-0,36206436,Influenza virus B | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,39319-9,3044578,Influenza virus A N9 Ab [Presence] in Serum by Neutralization test,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259162-8,36207795,Influenza virus A H3 | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,39295-1,3042202,Influenza virus A Ab [Presence] in Egg yolk by Immune diffusion (ID),Measurement,S,12/31/99,3/3/05,LOINC
LOINC Hierarchy,LP258321-1,36205289,Parainfluenza virus 1 | Nose,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,39318-1,3040607,Influenza virus A N8 Ab [Presence] in Serum by Neutralization test,Measurement,S,12/31/99,1/1/70,LOINC
Lab Test,61365-3,40764126,Parainfluenza virus RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,10/26/10,LOINC
Lab Test,7931-9,3018940,Influenza virus B Ab [Units/volume] in Serum,Measurement,S,12/31/99,8/15/96,LOINC
LOINC Hierarchy,LP14241-1,40779130,Parainfluenza virus 1,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,38917-1,3042194,Human metapneumovirus RNA [Presence] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,1/4/05,LOINC
Lab Test,31863-4,3000251,Influenza virus B Ag [Presence] in Throat,Measurement,S,12/31/99,5/10/02,LOINC
Lab Test,5231-6,3011980,Influenza virus C Ab [Titer] in Serum by Complement fixation,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP51789-3,40797444,Influenza virus A Hemagglutinin | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,5871-9,3026121,Parainfluenza virus 2 Ag [Presence] in Unspecified specimen by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP216061-4,21495078,Influenza virus A H1 HA gene | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259165-1,36207798,Influenza virus A H9 | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,31864-2,3003740,Influenza virus B Ag [Presence] in Unspecified specimen,Measurement,S,12/31/99,5/10/02,LOINC
LOINC Hierarchy,LP257356-8,36206219,Porcine influenza virus A | Tissue and Smears,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,39103-7,3044524,Influenza virus A neuraminidase cDNA [Identifier] in Unspecified specimen by Probe and target amplification method,Measurement,S,12/31/99,2/24/05,LOINC
LOINC Hierarchy,LP259840-9,36209986,Influenza virus A H5a | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,5869-3,3019247,Parainfluenza virus 1 Ag [Presence] in Unspecified specimen by Immunofluorescence,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP216060-6,21496496,Influenza virus A M gene | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP216067-1,21495138,Parainfluenza virus 4 P gene | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,41140-5,3039564,Influenza virus A N3 Ab [Presence] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP259841-7,36208690,Influenza virus A H5b | XXX,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,17414-4,3027146,Parainfluenza virus 1+2+3 Ag [Presence] in Unspecified specimen,Measurement,S,12/31/99,6/4/98,LOINC
LOINC Hierarchy,LP65704-6,36204608,Influenza virus A matrix protein | Isolate,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,24221-4,3023094,Parainfluenza virus 2 Ab [Titer] in Serum by Complement fixation --2nd specimen,Measurement,S,12/31/99,1/1/70,LOINC
LOINC Hierarchy,LP260094-0,36210010,Respiratory syncytial virus B | Nasopharynx,Measurement,C,12/31/99,1/1/70,LOINC
Lab Test,60424-9,40763479,Parainfluenza virus 4 Ag [Presence] in Unspecified specimen,Measurement,S,12/31/99,7/13/10,LOINC
Lab Test,47451-0,3048737,Influenza virus A H2 Ab [Titer] in Serum,Measurement,S,12/31/99,1/1/70,LOINC
